return_annual,volatility_annual,sharpe_ratio,weight_101207,weight_149323,weight_102887,weight_148568,weight_118633
0.24166214458955598,0.12212165276337945,1.9788640189614521,0.0,0.6072938879320903,0.032522082093053385,0.3601840299748564,0.0
0.24435614502445302,0.1261949340594941,1.9363387828964058,0.0,0.6338106228058055,0.0069924620943661794,0.35919691509982843,5.158671082071542e-18
0.24705014545955206,0.1305925505855562,1.8917629248515215,0.0,0.6748055871048164,0.0,0.3251944128951836,1.0644662670905197e-17
0.24974414589693483,0.13569278931443643,1.8405115493514614,0.0,0.7212619318202923,7.809797948985106e-18,0.27873806817970787,6.034786334492079e-18
0.25243814633322403,0.14144072640741123,1.7847627960145767,2.7654747705649748e-17,0.7677182765169108,0.0,0.23228172348308912,0.0
0.25513214676951324,0.14776079423553817,1.7266565741574162,0.0,0.814174621213529,0.0,0.18582537878647096,6.9253684152174324e-18
0.25782614720580244,0.15458283459464284,1.667883422385745,1.332143728123546e-17,0.8606309659101472,0.0,0.1393690340898526,3.692457812608358e-17
0.26052014764209164,0.16184338232145645,1.6097052836219246,0.0,0.9070873106067651,2.31860319471676e-17,0.09291268939323483,3.3433046847642083e-17
0.2632141480783807,0.1694860916503777,1.5530132621227044,0.0,0.9535436553033815,5.748059445859003e-17,0.04645634469661838,4.7415863690687565e-17
0.26590814851467,0.1774615939755084,1.4983982875267545,0.0,0.9999999999999998,2.848054981970725e-17,2.4088102286774595e-16,1.9517946938648103e-17
